factor_name,roe_rank,roic_rank,debt_ratio_rank,revenue_growth_rank,profit_growth_rank,operating_cash_margin_rank,gross_margin_rank,fundamental_coverage,book_to_price_rank,earnings_yield_rank,quality,growth,momentum,short_reversal,volume_attention,low_volatility,liquidity,industry_momentum,roe_change_rank,roic_change_rank,debt_ratio_change_rank,revenue_growth_change_rank,profit_growth_change_rank,operating_cash_margin_change_rank,gross_margin_change_rank,fundamental_freshness_rank,benchmark_weight_rank,momentum_120_rank,volatility_60_rank,downside_volatility_60_rank,drawdown_120_rank,price_position_120_rank,volume_trend_60_rank,intraday_strength_20_rank,overnight_gap_20_rank,technology_momentum_rank,technology_growth_rank,technology_quality_rank,technology_valuation_rank,deducted_profit_growth_rank,gross_margin_yoy_rank,receivables_turnover_rank,inventory_turnover_rank,fixed_asset_turnover_rank,cash_ratio_rank,interest_debt_ratio_rank,operating_cycle_rank,staff_average_revenue_rank,staff_average_profit_rank,fcff_back_rank,deducted_profit_growth_change_rank,gross_margin_yoy_change_rank,receivables_turnover_change_rank,inventory_turnover_change_rank,fixed_asset_turnover_change_rank,cash_ratio_change_rank,interest_debt_ratio_change_rank,operating_cycle_change_rank,staff_average_revenue_change_rank,staff_average_profit_change_rank,fcff_back_change_rank
quality,0.7458342356789317,0.8430828255383452,0.5899168635313332,0.23660824851548398,0.2761457683046199,0.5605183322629789,0.7061114887710378,0.1807384716012848,-0.3146418927103832,0.08492937092098052,1.0,0.2825298170437936,0.04578902594740713,-0.013899580423360803,0.01960412218020435,-0.14523266024286358,0.08513439410016665,0.015569260939715163,0.2319009327767003,0.23049060529348694,0.11604132637672035,0.013308702470253583,0.03324913815760115,0.12249395716728369,0.07928611997319827,-0.1531119298257288,0.10484779732904581,0.08240752432365112,-0.15276731644480368,-0.13176355123075312,0.022987534681261104,0.1182573643042909,0.03271525627069496,0.018660950482397614,0.03683729232455035,0.0050471482140264385,0.09709015316339063,0.35520253954395314,-0.006269998694942655,0.2601327034255229,0.16571047408868586,0.1287710548940957,0.052938810336931194,0.0607649190072989,0.4675541290413706,0.462068813106153,0.06973133843952031,-0.034852539153630645,0.09471627966562778,0.29024915240727295,0.026983939709953064,-0.006408245813162628,0.07955401792132306,0.05751537497224158,0.07878796531497582,0.09394587505887819,0.10449076923732023,0.07713546863946864,0.012370525154522534,0.004760981523480166,0.16233046061213555
growth,0.374136198459914,0.31944859852266316,0.055348821449600696,0.894885881264268,0.8819788413182137,0.1146943968135132,0.13624111906339914,0.10376260282942897,-0.16546245967270828,0.05323738487738434,0.2825298170437936,1.0,0.033813460878657095,-0.005151211733433703,0.012750044083801447,-0.19359146510470698,0.1632297742388489,0.0277148994342387,0.239672350877408,0.21696102312236915,0.004863712404437725,0.2588958785671525,0.29510690273732215,0.0062629770807247215,0.1075517493192692,-0.10740481658848593,0.1228165487609328,0.1359023246225346,-0.21685480152028982,-0.19577284216445884,-0.00879176912755522,0.11326417709926603,0.011534342317131293,0.009167555192417829,0.0400691891857214,0.007504719099305811,0.3663065357123672,0.09267520945574456,-0.03254519652369668,0.8139153728052304,0.2714011745441675,0.04576163376487482,-0.0037775746401711155,0.14860901292218065,0.038909527283558856,0.0791205618765381,0.012408835098148465,0.027270181341233983,0.040394563947876896,-0.008487653188636032,0.2581292799691762,0.060528517960844845,0.07601406292456057,0.02571135814344599,0.13087807291006337,0.007460343919779,0.07300995340246023,0.09029847556569555,0.009605421151396547,0.005452486183787502,0.027805962018682767
momentum,0.056202013477905585,0.04372022893772241,-0.011649749741784293,0.01845465836616726,0.04214363814558591,0.05173431524050989,0.016013553707770266,-0.028813877484791934,-0.04263803200752118,-0.012263349562197145,0.04578902594740713,0.033813460878657095,1.0,-0.44930088293317755,0.1791006703037533,-0.1350786632302252,0.18244201388790893,0.7421358293291314,0.06294968875686813,0.05077870479758242,0.0005312214000818883,0.07906969308303959,0.09344036451363516,0.02055997560013208,0.05358701855209619,0.003350789926885488,0.07475014835854996,0.506535272774652,-0.025061229061216984,0.16840681301423532,0.6377567884142351,0.7381711539206227,0.27014240899583875,0.7995645539164751,0.2181353355187341,0.3701996982239512,0.008519969851495978,-0.0009567600385088292,-0.02630058268674601,0.04396333294861774,0.02432313519913964,0.03570631534329708,0.01105695791987684,-0.0032206662413775565,0.006845955373898823,-0.000638969087666336,0.02112984175004949,0.018207623466025395,0.022592259913656355,0.025117817871378748,0.09303611767857711,0.056574805666121074,0.028921754079954606,0.023968728721919415,0.015667123033631315,0.040249263297320044,0.02393008648629612,0.05904043909032868,0.00246057700109289,0.004781395852665824,0.005421243429207229
short_reversal,-0.01493519563987237,-0.012360193551746692,0.004006433383355464,-4.491247856524778e-05,-0.009527606335477641,-0.018961483363968832,-0.005424275640131718,0.013667089868394908,0.010261913939058426,0.0021254482783258947,-0.013899580423360803,-0.005151211733433703,-0.44930088293317755,1.0,-0.2739047734471353,-0.0028040767507168433,-0.08983364633275447,-0.296195478615873,-0.01631225391851512,-0.015185105128918634,0.00014272140013736614,-0.023842170316027513,-0.027694058247445717,-0.004919919824212034,-0.01618781927843076,-0.0011325107710582322,-0.023399901432996327,-0.15328279450809132,-0.02929194081747259,-0.07741206437130475,-0.2607667500625931,-0.29575553520914366,-0.03196812182827587,-0.31448979148497325,-0.11081288500590057,-0.16072223562563343,0.001746119203974473,0.0012853685185719812,0.006330946948073887,-0.009347345241691457,-0.007289212384843964,-0.008930070764068878,-0.004316677184499325,0.006360285270512746,-0.003160873827853939,0.002662153310072644,-0.0071358113657627115,-0.011034719109043313,-0.011876806675231244,-0.012202381246094744,-0.026754398128024635,-0.01599095868738772,-0.010272739523039606,-0.005112342321702658,-0.005839688485589726,-0.012086386890499498,-0.00699290188488664,-0.014920317888985537,-0.0014168040496002046,-0.0025787602120108583,-0.003401431532170063
volume_attention,0.021985243956855544,0.021593055622866737,0.007735043816003243,0.011341114876946246,0.012147565407190036,0.0064660113901374985,0.01115978371500889,0.0014074003566802828,-0.0069164523149367624,0.0028518645669015725,0.01960412218020435,0.012750044083801447,0.1791006703037533,-0.2739047734471353,1.0,0.01686720107842647,0.21420135964859102,0.08407813691443433,0.009901215693402052,0.011221111909475834,-0.0032201278527817234,0.01245007197414795,0.013678593498650467,0.004965367107156023,0.009076481767698468,0.02554844124761444,0.020361163262758046,0.03537137759073458,0.030639017215346877,0.03923803755993709,0.08640267886420128,0.09353788202206643,-0.012752599321604349,0.11212689298464881,0.07369163170681849,0.05561327524090442,0.00868248195479572,0.0073118661943552725,-0.0024656879338906773,0.010548874341492974,0.004445117566436659,0.005918737557079606,0.0008957022620446922,0.006850654267948755,0.009374380603072349,0.007638552881364616,0.0036183211547483126,0.002835048078357361,0.0052422526842831624,0.004449475419226939,0.010554515483693043,0.0028356727136607672,0.006015656067677278,0.001794246951274674,0.003462199108583418,0.0010438850029709696,2.205770115822337e-05,0.007387258574587079,-0.0014629874563943503,-0.0009358737900074147,0.0024595373275112164
low_volatility,-0.06662543551914175,-0.13203486275731238,-0.24656048229788827,-0.2031798193706511,-0.13691154188724888,0.04620392824392916,-0.1400509999097281,-0.2228071714263003,0.2947542276225842,0.2671055085384057,-0.14523266024286358,-0.19359146510470698,-0.1350786632302252,-0.0028040767507168433,0.01686720107842647,1.0,-0.2715064966346789,-0.09549747610184217,-0.03166407967715209,-0.040514808560689675,0.01856907548574784,-0.01974812418623879,-0.022222641699221703,-0.012826185693425836,-0.026829745521476083,0.12487752359603649,0.07589427733138115,-0.14967582712457692,0.8664233458145643,0.7805136944510271,0.25202437974658204,-0.19128578327859452,-0.3294807862017374,-0.2098017622200458,0.09545033440809102,-0.059587296545895715,-0.05360016550588264,-0.050911214654011855,0.10101543132489008,-0.13043065131660309,-0.03755307865521301,0.10330360707864027,0.061533679173905266,-0.13814457062478464,-0.14281417132687174,-0.25979328063371,0.06114403102427106,0.08039959307201697,0.05777821697158856,0.004237409559493825,-0.015482967470936618,-0.011230339341086922,0.00317769003796627,0.001310563176114896,-0.07370753802607688,0.05417680402158091,-0.0033842629900021452,-0.002991182704872988,0.0003237405427151829,0.006308556998390123,-0.03186236451172113
liquidity,0.17411536452597984,0.1149688246226647,-0.025129866335023766,0.1530302669892989,0.1424024979755691,-0.0057530272865449015,0.0658203278526392,-0.02577816885077544,-0.15294657193415895,-0.05992195622172361,0.08513439410016665,0.1632297742388489,0.18244201388790893,-0.08983364633275447,0.21420135964859102,-0.2715064966346789,1.0,0.10140639146234182,0.05357323522250063,0.038838959516476375,0.0009451708335117067,0.03600187747152852,0.06058416088934491,0.010956271001380257,0.021355705057775943,0.000741268781039868,0.45815306354064433,0.22632631403871828,-0.25306031030977594,-0.18309571644906159,0.07836806730381428,0.22994213823049664,0.14417620362808778,0.16298555009679505,-0.014419433423938054,0.0646022307566967,0.06224260885964079,0.019440750375883765,-0.04463504554020914,0.137575611881476,0.058008980425121974,0.017089016530787534,-0.03889369645082884,0.11094022558364326,0.05200750103810649,0.010634779183382464,-0.018202927988407936,0.017483424046477365,0.011392584487191111,-0.0004689789736042103,0.053919508665908694,0.005006451922838706,0.022507369970640123,-0.000395478413402228,0.04991355514563577,-0.0050482298549024964,0.010783628792040667,0.01619197938292062,0.006293920046216886,-0.0032976092642901973,0.012349182477627592
industry_momentum,0.028906010904376566,0.019510435178130642,-0.016767744210810724,0.018978025950362545,0.031142413542696704,0.021740203399012437,-0.000227717071354792,-0.012289006869695033,-0.02226872442932832,-0.003982286013053029,0.015569260939715163,0.0277148994342387,0.7421358293291314,-0.296195478615873,0.08407813691443433,-0.09549747610184217,0.10140639146234182,1.0,0.04297542918666221,0.03149067963921311,-0.008079413727232221,0.04987125375866215,0.06015949663857168,0.015444455585339035,0.035530391401574976,0.009368513044144572,0.03858027101887263,0.30205481898139797,0.001954260138912385,0.12047224537121415,0.41859852414164117,0.47753068493977235,0.20576564387250754,0.6915334889767505,0.21055101173207014,0.30510835186556723,0.0007992861887422346,-0.001771533882671795,-0.01916322552858919,0.030297955785487843,0.012838159418111174,0.03003876850950122,0.0069452225041576,0.002292001843126235,-0.006289424188346593,0.00027784562207299395,0.014527101835984175,0.013916852562731593,0.016690016169040818,0.01517781475632322,0.060142208746388086,0.03605824387552284,0.01887454287682338,0.017528111799856583,0.01127794716500448,0.022826793971165854,0.01146342021163568,0.03088943859087857,0.001450939552017203,0.004234099542696879,0.004218342742578632
roe_change_rank,0.33231785976867895,0.28811865161412653,-0.0004763480168672334,0.17171448209496742,0.26832105344017104,0.11719539576646021,0.06783613642934887,0.01787168419736937,-0.047618881769511706,0.14522795774652988,0.2319009327767003,0.239672350877408,0.06294968875686813,-0.01631225391851512,0.009901215693402052,-0.03166407967715209,0.05357323522250063,0.04297542918666221,1.0,0.8440286367576905,-0.00631254247470492,0.18073081794858184,0.34272639267885796,0.15363065737455286,0.30171746589555004,-0.08141345585348825,0.05552236590294187,0.12211449991223468,-0.0358531419738668,-0.013351999801511614,0.08883175604619971,0.1135456632155558,0.017072301979327204,0.023402101125723097,0.041141374733472375,0.020190027318666304,0.08412402939902684,0.10333134667907212,0.013185992877355036,0.2539952526244989,0.13795341646880643,0.07283531438316473,0.09056362543265102,0.08529900371719432,-0.02314627339210408,0.011758159434277361,0.0569173969758812,-0.002935843461034936,0.013440675460684412,0.08010158308767744,0.2849416112550354,0.12628069806662715,0.24414889505394963,0.2127826423351519,0.37546518361606607,0.016214310214902907,0.10191725457882186,0.30354935277949,0.00020188069747943522,0.007382441725698938,0.09382027372683446
roic_change_rank,0.2812221541370952,0.30798857037687877,0.014253618816579593,0.16054073357721005,0.23722461990722216,0.13550652786381684,0.07293022845762506,0.007169260161747591,-0.04877353920487565,0.11087956586471595,0.23049060529348694,0.21696102312236915,0.05077870479758242,-0.015185105128918634,0.011221111909475834,-0.040514808560689675,0.038838959516476375,0.03149067963921311,0.8440286367576905,1.0,0.003984740591099293,0.15653527335083547,0.28334111381542276,0.1548950129551234,0.31097581435808014,-0.06493923734548462,0.04696172168427687,0.09776449077497477,-0.04349630355615043,-0.023836633286662252,0.0679305325271845,0.08965686167785487,0.01648986821848524,0.024577080723756105,0.02509999271008978,0.018268304191456,0.09350527202600016,0.11580994508099626,0.02509144945716036,0.2203826238009575,0.14593247355840777,0.06989408592144533,0.11230994378235645,0.0579395275768216,-0.030637189138541975,0.024896094363940285,0.07433576729180312,0.005735908362764955,0.018709823717111364,0.09881783042753835,0.22647782521127663,0.1293787800355559,0.25641058495897073,0.2567368637078836,0.3893649926979115,-0.013047943636703394,0.1511414384866594,0.32057406136163513,-0.0037596413221854578,0.004319630684815409,0.14322828351576372
debt_ratio_change_rank,0.09477230458033684,0.09477519194017726,0.08948478786736237,-0.028438549573884683,0.037792926227690045,0.04105125936743438,0.08993893521369906,-0.002406484826776559,0.013184630558000109,0.0652134334867774,0.11604132637672035,0.004863712404437725,0.0005312214000818883,0.00014272140013736614,-0.0032201278527817234,0.01856907548574784,0.0009451708335117067,-0.008079413727232221,-0.00631254247470492,0.003984740591099293,1.0,-0.0304021923347757,0.014800494926672465,-0.08672415988571341,0.02419339964102223,-0.017922794403718793,0.018538726097539895,-0.0007708322874963573,0.013992179837034482,0.015773201067012053,0.011571610092818192,0.0064047377954033775,-0.002704086534842572,-0.0026848748465578254,0.0029116158958639978,0.0019950632883506715,-0.0084829631593716,0.0257206729781626,0.015003036897901391,0.0365148186409213,0.05365516594253104,0.022176182531813644,0.02276257229203659,-0.047633251452201056,0.07016400846701495,0.06570239657618564,0.03332373816672482,0.012748615768855245,0.012020240913013016,-0.012992523988995953,0.0026077841610050623,-0.0045362086818733355,0.05551715643503842,-0.012523977277235792,-0.07631016394683963,0.2807961659255288,0.3523936830892048,0.038434503553217536,-0.0032554144221368614,-0.010077878722957012,-0.07759707704493901
revenue_growth_change_rank,0.02292397850074261,0.013178353190562063,-0.011032157548911273,0.27258449102520343,0.18861227430212305,0.020662932741022485,-0.00042362293370992764,0.030235445807193992,-0.026984864644251552,-0.00266135916101511,0.013308702470253583,0.2588958785671525,0.07906969308303959,-0.023842170316027513,0.01245007197414795,-0.01974812418623879,0.03600187747152852,0.04987125375866215,0.18073081794858184,0.15653527335083547,-0.0304021923347757,1.0,0.4339979965695223,0.034119177946766784,0.03640342368476293,-0.013449405819324816,0.02337092647363472,0.12579107510799098,-0.01469211833039887,0.013402700189312125,0.09749333101048516,0.12206995171483609,0.01978805572172259,0.0379774632770811,0.04565641304010704,0.027681561112313503,0.06454012221087962,-0.014490162873960627,-0.01553816490621744,0.20960224847534506,0.04405170859790622,0.01665225537795601,0.0009039258309091362,0.007720176557536108,-0.025726742551730398,-0.0018865471583720287,-0.005256743438309447,0.003041547118352714,-0.005853395940913026,-0.009021525211756296,0.46460162138328465,0.037301223310954756,0.13644422091905511,0.1075402007522869,0.12149208574310984,-0.02260360170010194,0.04677330292302654,0.2464644115407068,-0.007416057878364219,-0.0029721950893208606,0.009420953806674017
